keycode,HD,PPD,RPD,RRD
65.0,0.12864041328430176,0.4345822334289551,0.3059418201446533,0.4095578193664551
78.0,0.10361599922180176,0.3916306495666504,0.28801465034484863,0.415050745010376
68.0,0.12703609466552734,0.3530733585357666,0.22603726387023926,0.35314440727233887
32.0,0.1271071434020996,0.3997323513031006,0.272625207901001,0.35172271728515625
77.0,0.07909750938415527,0.3262197971343994,0.24712228775024414,0.3143010139465332
69.0,0.06717872619628906,0.18279552459716797,0.1156167984008789,0.22554302215576172
32.0,0.10992622375488281,0.27863240242004395,0.16870617866516113,0.2566711902618408
78.0,0.08796501159667969,0.11146306991577148,0.023498058319091797,0.10974454879760742
69.0,0.08624649047851562,0.2511560916900635,0.16490960121154785,0.2630271911621094
86.0,0.09811758995056152,0.28341102600097656,0.18529343605041504,0.3288419246673584
69.0,0.14354848861694336,0.9888699054718018,0.8453214168548584,0.9190530776977539
82.0,0.07373166084289551,0.9722399711608887,0.8985083103179932,0.9986357688903809
190.0,0.1001274585723877,0.4515397548675537,0.351412296295166,0.45546579360961914
32.0,0.10405349731445312,0.44310474395751953,0.3390512466430664,0.427689790725708
87.0,0.0886385440826416,0.2834434509277344,0.19480490684509277,0.29139041900634766
72.0,0.09658551216125488,0.2974369525909424,0.2008514404296875,0.3771097660064697
65.0,0.17625832557678223,0.36528563499450684,0.1890273094177246,0.33316707611083984
84.0,0.14413976669311523,0.3008127212524414,0.15667295455932617,0.27761149406433105
32.0,0.12093853950500488,0.3932626247406006,0.2723240852355957,0.35115885734558105
67.0,0.07883477210998535,0.42760443687438965,0.3487696647644043,0.4578685760498047
79.0,0.10909891128540039,0.17599964141845703,0.06690073013305664,0.14108800888061523
85.0,0.0741872787475586,0.22516965866088867,0.15098237991333008,0.25414586067199707
76.0,0.10316348075866699,0.45673274993896484,0.35356926918029785,0.4317009449005127
68.0,0.07813167572021484,0.567101001739502,0.4889693260192871,0.6060330867767334
32.0,0.11706376075744629,0.5255277156829834,0.4084639549255371,0.49745869636535645
66.0,0.08899474143981934,0.21576166152954102,0.12676692008972168,0.20749473571777344
69.0,0.08072781562805176,0.19527006149291992,0.11454224586486816,0.24803709983825684
32.0,0.13349485397338867,0.3095376491546631,0.17604279518127441,0.2479252815246582
77.0,0.07188248634338379,0.3639662265777588,0.292083740234375,0.37330079078674316
79.0,0.08121705055236816,0.2091970443725586,0.12797999382019043,0.23482108116149902
82.0,0.1068410873413086,0.5954098701477051,0.4885687828063965,0.5594379901885986
69.0,0.07086920738220215,0.3002614974975586,0.22939229011535645,0.33759546279907227
32.0,0.10820317268371582,0.39655137062072754,0.2883481979370117,0.3721134662628174
78.0,0.08376526832580566,0.08477091789245605,0.0010056495666503906,0.12220096588134766
65.0,0.12119531631469727,0.3233516216278076,0.20215630531311035,0.28162097930908203
84.0,0.07946467399597168,0.2992846965789795,0.2198200225830078,0.3027784824371338
85.0,0.08295845985412598,0.23030781745910645,0.14734935760498047,0.23921680450439453
82.0,0.09186744689941406,0.2798905372619629,0.18802309036254883,0.28989219665527344
65.0,0.10186910629272461,0.671891450881958,0.5700223445892334,0.6661880016326904
76.0,0.09616565704345703,0.1271672248840332,0.031001567840576172,0.1804032325744629
32.0,0.14940166473388672,0.40504956245422363,0.2556478977203369,0.3504066467285156
84.0,0.09475874900817871,0.2548646926879883,0.16010594367980957,0.25874924659729004
72.0,0.09864330291748047,0.2150125503540039,0.11636924743652344,0.21658897399902344
65.0,0.1002197265625,0.36914634704589844,0.26892662048339844,0.34776782989501953
78.0,0.0788412094116211,0.17869067192077637,0.09984946250915527,0.21986913681030273
32.0,0.12001967430114746,0.7143404483795166,0.5943207740783691,0.6692156791687012
72.0,0.07489490509033203,0.2888662815093994,0.21397137641906738,0.29597020149230957
73.0,0.08199882507324219,0.17519283294677734,0.09319400787353516,0.16585397720336914
83.0,0.07265996932983398,0.14542388916015625,0.07276391983032227,0.17364907264709473
32.0,0.10088515281677246,0.22193026542663574,0.12104511260986328,0.3344440460205078
65.0,0.21339893341064453,0.14146852493286133,-0.0719304084777832,0.039075374603271484
83.0,0.11100578308105469,0.17699861526489258,0.06599283218383789,0.15483689308166504
75.0,0.08884406089782715,0.20147156715393066,0.11262750625610352,0.19597721099853516
73.0,0.08334970474243164,0.31874966621398926,0.23539996147155762,0.32396745681762695
78.0,0.08856749534606934,0.5634036064147949,0.4748361110687256,0.5561144351959229
71.0,0.08127832412719727,0.2152857780456543,0.13400745391845703,0.22602510452270508
32.0,0.09201765060424805,0.7260880470275879,0.6340703964233398,0.701340913772583
89.0,0.06727051734924316,0.23566317558288574,0.16839265823364258,0.2696371078491211
79.0,0.10124444961547852,0.20160555839538574,0.10036110877990723,0.1969435214996338
85.0,0.09658241271972656,0.10058975219726562,0.0040073394775390625,0.10703897476196289
32.0,0.10303163528442383,0.24322128295898438,0.14018964767456055,0.2953197956085205
65.0,0.15513014793395996,0.260512113571167,0.10538196563720703,0.18719244003295898
71.0,0.08181047439575195,0.21038818359375,0.12857770919799805,0.22555971145629883
65.0,0.09698200225830078,0.3465385437011719,0.2495565414428711,0.43083930015563965
73.0,0.18128275871276855,0.11631417274475098,-0.06496858596801758,0.03712773323059082
